session,depth,turn,step,inputTokens,cacheReadTokens,outputTokens,reasoningTokens,totalTokens,logicalContext,freshInput,reasoningChars,outputChars,nToolCalls
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,76,3078,159872,2005,528,164955,162950,3078,2179,186,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,77,136,164864,707,47,165707,165000,136,201,0,2
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,78,161,165632,850,82,166643,165793,161,379,0,2
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,79,197,166528,113,20,166838,166725,197,91,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,80,1638,166784,252,146,168674,168422,1638,493,63,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,81,1922,168576,2387,424,172885,170498,1922,1645,91,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,82,258,172672,168,31,173098,172930,258,130,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,83,223,172928,276,142,173427,173151,223,597,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,84,230,173312,5955,471,179497,173542,230,1596,101,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,85,228,179328,136,0,179692,179556,228,0,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,86,182,179584,173,45,179939,179766,182,200,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,87,1638,179840,313,217,181791,181478,1638,784,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,88,995,181760,1817,459,184572,182755,995,1692,120,2
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,89,210,184448,730,107,185388,184658,210,432,0,2
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,90,258,185216,115,30,185589,185474,258,102,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,91,161,185472,1905,372,187538,185633,161,1376,63,2
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,92,232,187392,126,0,187750,187624,232,0,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,93,228,187648,2140,696,190016,187876,228,2798,0,2
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,94,150,189952,155,0,190257,190102,150,0,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,95,183,190208,164,99,190555,190391,183,448,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,96,6353,190464,300,42,197117,196817,6353,174,61,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,97,170,196992,631,377,197793,197162,170,1614,0,2
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,98,179,197760,1714,96,199653,197939,179,386,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,99,141,199552,1043,23,200736,199693,141,94,4351,0
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,100,1466,200704,1372,409,203542,202170,1466,1795,123,2
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,101,1542,203520,248,68,205310,205062,1542,312,111,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,102,268,205184,716,0,206168,205452,268,0,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,1,103,256,205952,1201,60,207409,206208,256,271,4549,0
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,2,1,754,207360,912,368,209026,208114,754,1552,71,2
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,2,2,216,208896,151,57,209263,209112,216,258,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,2,3,1587,209152,358,45,211097,210739,1587,219,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,2,4,198,210944,451,267,211593,211142,198,1034,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,2,5,137,211584,298,146,212019,211721,137,546,0,1
a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,2,6,487,211968,1339,216,213794,212455,487,982,4423,0
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,1,3099,7936,183,0,11218,11035,3099,0,87,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,2,2880,11136,243,51,14259,14016,2880,257,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,3,4351,14208,445,243,19004,18559,4351,969,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,4,4737,18944,321,145,24002,23681,4737,582,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,5,1818,23936,915,193,26669,25754,1818,709,0,3
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,6,3379,26624,673,318,30676,30003,3379,1200,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,7,1441,30592,697,185,32730,32033,1441,770,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,8,471,32640,227,107,33338,33111,471,477,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,9,2925,33280,1959,497,38164,36205,2925,2214,79,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,10,5083,38144,963,414,44190,43227,5083,1741,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,11,260,44160,149,28,44569,44420,260,106,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,12,2545,44544,455,282,47544,47089,2545,1179,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,13,1018,47488,279,63,48785,48506,1018,227,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,14,4465,48768,442,129,53675,53233,4465,513,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,15,175,53632,468,188,54275,53807,175,737,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,16,280,54272,381,69,54933,54552,280,285,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,17,174,54784,721,272,55679,54958,174,955,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,18,476,55552,673,223,56701,56028,476,780,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,19,13159,56576,441,254,70176,69735,13159,894,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,20,2855,70144,463,208,73462,72999,2855,740,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,21,2320,73344,685,236,76349,75664,2320,865,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,22,671,76288,377,79,77336,76959,671,241,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,23,2761,77312,557,289,80630,80073,2761,1137,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,24,2642,80512,820,506,83974,83154,2642,2005,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,25,411,83968,348,116,84727,84379,411,464,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,26,2094,84608,778,252,87480,86702,2094,991,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,27,323,87424,524,88,88271,87747,323,326,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,28,633,88192,429,131,89254,88825,633,458,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,29,5553,89216,372,153,95141,94769,5553,590,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,30,1554,95104,370,136,97028,96658,1554,557,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,31,2784,97024,734,432,100542,99808,2784,1909,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,32,8151,100480,1094,623,109725,108631,8151,2470,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,33,183,109696,355,120,110234,109879,183,448,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,34,1427,110208,378,181,112013,111635,1427,838,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,35,1511,112000,1855,416,115366,113511,1511,1631,98,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,36,234,115200,308,87,115742,115434,234,361,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,37,1567,115712,874,531,118153,117279,1567,2185,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,38,3450,118144,734,327,122328,121594,3450,1485,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,39,725,122240,282,128,123247,122965,725,581,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,40,145,123136,238,61,123519,123281,145,242,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,41,249,123392,403,30,124044,123641,249,124,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,42,263,124032,444,179,124739,124295,263,754,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,43,6235,124672,226,166,131133,130907,6235,686,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,44,715,131072,922,532,132709,131787,715,1928,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,45,6785,132608,370,204,139763,139393,6785,849,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,46,2580,139648,1083,860,143311,142228,2580,3331,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,47,4813,143232,859,479,148904,148045,4813,1851,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,48,950,148864,321,44,150135,149814,950,168,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,49,1707,150016,1103,717,152826,151723,1707,3029,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,50,5071,152704,407,103,158182,157775,5071,399,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,51,257,158080,387,181,158724,158337,257,697,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,52,178,158720,221,84,159119,158898,178,304,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,53,234,158976,829,468,160039,159210,234,1899,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,54,215,159872,777,378,160864,160087,215,1472,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,55,671,160768,567,113,162006,161439,671,411,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,56,398,161920,438,112,162756,162318,398,401,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,57,2455,162688,414,255,165557,165143,2455,1148,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,58,1435,165504,750,503,167689,166939,1435,2062,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,59,3410,167680,415,222,171505,171090,3410,975,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,60,934,171392,152,55,172478,172326,934,235,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,61,4590,172416,310,269,177316,177006,4590,1064,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,62,202,177152,165,82,177519,177354,202,331,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,63,175,177408,923,517,178506,177583,175,2158,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,64,263,178432,912,585,179607,178695,263,2275,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,65,803,179584,887,458,181274,180387,803,1799,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,66,686,181248,534,209,182468,181934,686,799,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,67,681,182400,1145,619,184226,183081,681,2375,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,68,1304,184192,526,280,186022,185496,1304,1134,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,69,2309,185984,379,136,188672,188293,2309,548,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,70,670,188672,1680,1437,191022,189342,670,5307,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,71,1085,190976,13302,94,205363,192061,1085,406,68,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,72,236,205184,548,92,205968,205420,236,343,0,2
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,73,168,205952,1642,49,207762,206120,168,220,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,74,187,207616,238,0,208041,207803,187,0,0,1
a7eef189-3bc7-404b-9379-01dd00107abc,2,1,75,144,208000,1369,35,209513,208144,144,152,5381,0
a87a9e47-2c5c-469b-920f-e10080392655,3,1,1,2519,7936,219,0,10674,10455,2519,0,93,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,2,563,10624,436,30,11623,11187,563,145,100,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,3,154,11520,295,77,11969,11674,154,358,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,4,234,11904,833,233,12971,12138,234,1006,103,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,5,344,12928,295,29,13567,13272,344,131,80,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,6,1729,13440,746,56,15915,15169,1729,257,75,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,7,221,15744,106,0,16071,15965,221,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,8,226,15872,159,24,16257,16098,226,99,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,9,209,16128,583,232,16920,16337,209,776,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,10,267,16896,557,203,17720,17163,267,816,76,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,11,470,17664,389,98,18523,18134,470,420,85,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,12,1317,18432,794,258,20543,19749,1317,982,109,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,13,240,20352,145,70,20737,20592,240,305,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,14,469,20736,440,229,21645,21205,469,837,64,4
a87a9e47-2c5c-469b-920f-e10080392655,3,1,15,1999,21632,818,442,24449,23631,1999,1512,83,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,16,43387,24448,1238,686,69073,67835,43387,2362,71,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,17,8339,68992,541,208,77872,77331,8339,755,104,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,18,5153,77824,500,188,83477,82977,5153,789,99,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,19,226,83456,298,155,83980,83682,226,661,86,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,20,905,83968,746,82,85619,84873,905,343,95,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,21,165,85504,292,0,85961,85669,165,0,0,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,22,3783,85888,1352,439,91023,89671,3783,1414,73,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,23,218,90880,297,0,91395,91098,218,0,0,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,24,1415,91392,964,555,93771,92807,1415,1788,86,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,25,2974,93696,1021,444,97691,96670,2974,1673,73,3
a87a9e47-2c5c-469b-920f-e10080392655,3,1,26,6874,97664,1161,563,105699,104538,6874,1731,86,3
a87a9e47-2c5c-469b-920f-e10080392655,3,1,27,5509,105600,794,388,111903,111109,5509,1281,94,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,28,2881,111872,965,572,115718,114753,2881,2042,103,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,29,3084,115712,540,240,119336,118796,3084,892,109,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,30,245,119168,252,130,119665,119413,245,546,0,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,31,7230,119552,996,579,127778,126782,7230,2121,89,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,32,711,127744,575,321,129030,128455,711,1179,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,33,309,129024,661,158,129994,129333,309,590,0,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,34,4029,129920,713,367,134662,133949,4029,1184,0,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,35,3347,134656,809,441,138812,138003,3347,1521,0,2
a87a9e47-2c5c-469b-920f-e10080392655,3,1,36,3285,138752,1054,510,143091,142037,3285,1929,108,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,37,166,142976,183,0,143325,143142,166,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,38,219,143232,305,43,143756,143451,219,179,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,39,170,143744,439,190,144353,143914,170,667,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,40,160,144256,336,143,144752,144416,160,518,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,41,175,144640,503,132,145318,144815,175,546,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,42,1355,145280,825,452,147460,146635,1355,1623,64,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,43,1645,147456,9007,5315,158108,149101,1645,17364,57,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,44,208,157952,158,33,158318,158160,208,149,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,45,136,158208,3618,242,161962,158344,136,827,62,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,46,222,161792,136,0,162150,162014,222,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,47,261,161920,874,165,163055,162181,261,578,46,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,48,149,162944,466,0,163559,163093,149,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,49,141,163456,129,44,163726,163597,141,182,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,50,245,163584,117,27,163946,163829,245,116,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,51,723,163840,142,0,164705,164563,723,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,52,135,164608,200,37,164943,164743,135,144,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,53,182,164864,4296,1051,169342,165046,182,3571,65,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,54,178,169216,150,0,169544,169394,178,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,55,197,169472,2110,1642,171779,169669,197,6169,37,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,56,169,171648,893,0,172710,171817,169,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,57,204,172544,514,0,173262,172748,204,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,58,244,173056,472,0,173772,173300,244,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,59,242,173568,180,0,173990,173810,242,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,60,147,173952,1827,1184,175926,174099,147,4148,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,61,220,175744,427,0,176391,175964,220,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,62,173,176256,298,0,176727,176429,173,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,63,253,176512,170,0,176935,176765,253,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,64,171,176896,1638,1198,178705,177067,171,4153,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,65,183,178560,269,0,179012,178743,183,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,66,234,178816,282,0,179332,179050,234,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,67,170,179200,123,0,179493,179370,170,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,68,190,179328,1083,914,180601,179518,190,3226,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,69,159,180480,205,0,180844,180639,159,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,70,146,180736,248,0,181130,180882,146,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,71,176,180992,206,0,181374,181168,176,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,72,164,181248,125,0,181537,181412,164,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,73,186,181376,527,386,182089,181562,186,1431,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,74,239,181888,267,0,182394,182127,239,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,75,160,182272,114,0,182546,182432,160,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,76,164,182400,351,233,182915,182564,164,933,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,77,169,182784,147,0,183100,182953,169,0,0,1
a87a9e47-2c5c-469b-920f-e10080392655,3,1,78,843,183040,1526,213,185409,183883,843,881,85,3
a87a9e47-2c5c-469b-920f-e10080392655,3,1,79,161,185344,528,0,186033,185505,161,0,1988,0
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,1,3640,7936,124,0,11700,11576,3640,0,76,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,2,8124,11648,737,200,20509,19772,8124,731,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,3,3125,20480,370,101,23975,23605,3125,357,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,4,1490,23936,1552,943,26978,25426,1490,3473,145,3
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,5,189,26880,262,28,27331,27069,189,128,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,6,5062,27264,500,236,32826,32326,5062,827,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,7,454,32768,474,116,33696,33222,454,312,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,8,4862,33664,951,385,39477,38526,4862,1459,95,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,9,3357,39424,978,255,43759,42781,3357,905,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,10,1144,43648,508,218,45300,44792,1144,764,139,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,11,790,45184,406,68,46380,45974,790,282,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,12,1159,46336,1894,1590,49389,47495,1159,6198,103,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,13,6909,49280,1191,904,57380,56189,6909,3330,129,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,14,55460,57344,3256,401,116060,112804,55460,1615,166,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,15,136,115968,387,251,116491,116104,136,913,104,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,16,1363,116480,303,90,118146,117843,1363,305,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,17,477,118144,442,96,119063,118621,477,355,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,18,140,119040,252,46,119432,119180,140,186,0,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,19,162,119296,381,202,119839,119458,162,780,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,20,3037,119808,1197,597,124042,122845,3037,2058,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,21,399,124032,598,292,125029,124431,399,1067,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,22,137,124928,109,33,125174,125065,137,125,0,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,23,278,125056,1381,717,126715,125334,278,2477,94,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,24,5377,126592,1047,698,133016,131969,5377,2654,0,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,25,172,132864,232,74,133268,133036,172,273,0,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,26,404,133248,714,430,134366,133652,404,1386,0,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,27,241,134144,631,265,135016,134385,241,880,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,28,296,134912,625,410,135833,135208,296,1519,0,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,29,571,135808,635,306,137014,136379,571,1092,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,30,283,136960,778,318,138021,137243,283,1197,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,31,1384,137984,289,113,139657,139368,1384,382,0,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,32,367,139648,517,104,140532,140015,367,437,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,33,148,140416,297,100,140861,140564,148,302,0,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,34,726,140800,428,101,141954,141526,726,362,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,35,424,141952,680,426,143056,142376,424,1567,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,36,5036,142976,1099,616,149111,148012,5036,2312,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,37,3768,148992,672,357,153432,152760,3768,1135,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,38,3753,153344,1943,1650,159040,157097,3753,5865,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,39,3526,158976,1394,978,163896,162502,3526,3549,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,40,2829,163840,1262,744,167931,166669,2829,2577,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,41,320,167808,449,101,168577,168128,320,366,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,42,2866,168576,1512,983,172954,171442,2866,3320,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,43,3214,172928,3195,2889,179337,176142,3214,10536,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,44,876,179328,473,209,180677,180204,876,845,0,2
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,45,5549,180608,11026,555,197183,186157,5549,1801,64,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,46,252,196992,3928,51,201172,197244,252,238,0,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,47,250,200960,289,0,201499,201210,250,0,0,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,48,183,201344,110,0,201637,201527,183,0,0,1
aa3fc864-9f3a-48a6-886d-b7860bff5228,3,1,49,209,201472,3419,0,205100,201681,209,0,11571,0
ac188085-eef8-4b4d-82d2-e1555f17ba4a,2,1,1,2825,7936,220,0,10981,10761,2825,0,86,2
ac188085-eef8-4b4d-82d2-e1555f17ba4a,2,1,2,2977,10880,391,26,14248,13857,2977,127,0,2
ac188085-eef8-4b4d-82d2-e1555f17ba4a,2,1,3,2751,14208,353,120,17312,16959,2751,603,0,2
ac188085-eef8-4b4d-82d2-e1555f17ba4a,2,1,4,3529,17280,590,190,21399,20809,3529,904,0,2
ac188085-eef8-4b4d-82d2-e1555f17ba4a,2,1,5,3041,21376,410,176,24827,24417,3041,966,0,2
ac188085-eef8-4b4d-82d2-e1555f17ba4a,2,1,6,4728,24704,539,191,29971,29432,4728,986,83,2
ac188085-eef8-4b4d-82d2-e1555f17ba4a,2,1,7,2532,29952,621,154,33105,32484,2532,765,0,2
ac188085-eef8-4b4d-82d2-e1555f17ba4a,2,1,8,255,33024,4426,290,37705,33279,255,1407,159,3
ac188085-eef8-4b4d-82d2-e1555f17ba4a,2,1,9,185,37632,367,44,38184,37817,185,224,114,2
ac188085-eef8-4b4d-82d2-e1555f17ba4a,2,1,10,3603,38144,653,65,42400,41747,3603,329,173,2
ac188085-eef8-4b4d-82d2-e1555f17ba4a,2,1,11,506,42368,727,137,43601,42874,506,690,54,1
