time,session,depth,label,turn,nFiles,paths,descriptions
1790328594276,e5f8178b-4e43-4785-a609-d874a0b4c8ff,3,Research stream D sceptical takes,1,1,amplification/notes/stream-d-sceptical.md,"Stream D structured notes: sceptical assessments of covert influence-operation impact — Breakout Scale corrections, platform takedown arithmetic, deplatforming quasi-experiments, backfire/implied-truth literature, inoculation, and 2025–26 AI persuasion meta-analysis."
1790328862087,e6d543ab-0b19-4bf2-b18f-38035131a688,3,A3 strategic silence scholarship,1,1,amplification/research/05a-scholarly-debate.md,"Part A3: scholarly and practitioner debate on strategic silence vs amplification, with per-claim publisher/date/URL/evidence grade/confidence/limit notes, exact quotes, and a gaps section."
1790324946963,e7ffd16b-4bd4-497b-8ecb-6dbf531dcd45,3,Ecuador drone misuse evidence,1,1,research/notes-ecuador.md,"Ecuador gang drone-misuse evidence notes, 2023–2026: prison contraband/attack drones, El Oro inter-gang attacks, seizure statistics, autonomy assessment, and full source URL list"
1790328579659,e88833f3-45c6-4e44-bab5-b0ee7c154093,3,Spamouflage and Operation Overload,1,1,amplification/sources/sub-cases-spamouflage-overload.md,"Source-linked research notes on Spamouflage/Dragonbridge and the corrected naming of the 2024 influence cases (pro-Russian Operation Overload vs. OpenAI's Zero Zeno/STOIC), with evidence grades and confidence ratings."
1790328480781,e8b3050c-765a-4f10-9bae-9fcc012336ae,2,Detection and takedown evidence,1,1,amplification/sources/sub-detection.md,"Source-linked notes on detection/takedown of covert influence operations and CIB, with enforcement statistics, evidence grades and confidence levels."
1790328837420,ea5b5eba-bb5c-4abc-a533-fa3166962e11,3,Infrastructure scare research stream,1,1,amplification/notes/stream-e-infra.md,"Stream E research notes: deliberate infrastructure scare operations and hybrid-sabotage ambiguity, 2022-2026 (six sub-cases, quantified figures, 28 verified sources with grades, uncertainty section)."
1790328836377,eb8d439f-0c62-46e9-b56b-166d47739816,3,Mental models risk communication,1,3,amplification/research/sources/notes-mental-models.md|amplification/research/sources/fda-2011.txt|amplification/research/sources/epa-workbook-2007.txt,"Graded, quote-backed findings on the mental models approach to risk communication and its government adoption (EPA, FDA, NASEM, Health Canada), with an explicit gaps section || Extracted text of FDA (2011) Communicating Risks and Benefits: An Evidence-Based User's Guide || Extracted text of EPA/625/R-05/003 Risk Communication in Action: The Risk Communication Workbook (Aug 2007)"
1790329046162,ed3f5438-bc1e-4e73-a3eb-c39a1a6720c4,2,Attribution discipline research,1,1,amplification/research/01-attribution.md,"Findings file: attribution discipline in government communication under uncertainty (NL/DE/UK/NATO/EU), with per-claim source, date, URL, evidence grade, confidence and limits"
1790330112094,edb0f8d3-0c07-4a47-9834-d2bb6ae9a3ac,2,Research computational propaganda CIB,1,5,amplification/sources/platform-propaganda.md|amplification/notes/minimal-effects.md|amplification/notes/cib-critiques.md|amplification/notes/llm-io.md|amplification/notes/physical-incidents.md,"Main findings: CIB, computational propaganda, generative-AI influence operations — with verbatim definitions, full URLs, deliberate-vs-emergent verdicts, High/Partial/Poor fit ratings, and explicit non-fit analysis. || Supporting: verified minimal-effects literature with effect sizes (Eady 2023, Bail 2020, Bateman 2021 review, plus counter-evidence). || Supporting: CIB critique literature and bot-detection false-positive evidence (Starbird et al. 2019; Rauchfleisch & Kaiser 2020; Gallwitz & Kreil 2022). || Supporting: 2024-2026 LLM-driven influence-operations evidence, OpenAI/Anthropic reports, effect sizes, and what is demonstrated vs speculative. || Supporting: physical-incident amplification cases (Gatwick 2018, NJ drones 2024-25, Havana) and the verified status of AI-generated content."
1790328216588,eeb7ab60-2a68-4c2c-ac20-2ecd68401faa,3,Portal Kombat and Matryoshka,1,1,amplification/sources/sub-cases-portalkombat-matryoshka.md,"Source-linked research notes on the Portal Kombat/Pravda network and Matryoshka + adjacent 2025–26 Russian operations, with evidence grades, confidence ratings and DEMONSTRATED/CLAIMED/INFERRED separation."
1790328822686,f075487c-22fd-44f1-b4d8-b5fe1df11602,2,German drone incidents amplification,1,1,findings/drone-germany-amplification-report-2026-09-25.md,"Full German drone-sighting research report: BKA/DFS/BDL counts, Bundestag 'technische Fehlfunktionen' finding, episodes, amplification map, sources."
1790328505362,f38af81e-dc28-419d-ba96-1e5e64b5619c,3,Influence-op drone amplification,1,1,amplification/findings/influence-op-amplification.md,"Structured brief: amplification / influence-operation evidence on the 2025-26 European drone-sighting waves, with sub-sections (a)-(g), explicit negative finding, source URLs, and full query list."
1790329006369,f46b62e3-769c-456c-86bf-bdc081345c27,3,Part A prebunking research,1,1,amplification/research/parts/part-A-prebunking.md,"Part A deliverable — prebunking/inoculation as institutional defence, in per-claim format under A1/A2/A3 with Gaps section"
1790325132758,f51e95e9-cb4e-4789-88f1-e8f8db604767,3,Drone exports and smuggling,1,1,research/exports-embargo.md,"Iranian drone exports, transfers, smuggling routes and UN arms embargo status — sourced findings with DEMONSTRATED/CLAIMED/INFERRED labels"
1790328836642,f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,Agentic AI capability evidence,1,1,amplification/findings/04-agentic-capability.md,"Agentic capability brief: what AI agents newly make possible in perception manipulation around ambiguous events, with effect sizes, a 15-row capability table, and explicit lab-demo vs vendor-marketing flags."
1790329128019,f54b15a3-b0aa-4d8a-961f-1cd6fa0548d6,1,Agentic AI capability evidence,2,1,amplification/findings/04-agentic-capability.md,"Final agentic-capability brief (updated), with the corroboration-exposure mechanism, enforcement-asymmetry finding, labelling evidence, and a 15-row capability table."
1790325227077,f55f1385-9dbe-48d0-bdb9-b173663b724d,3,Denmark PET drones research,1,1,/Users/leonvanbokhorst/repos/deep-research/research/denmark.md,"Denmark threat-assessment findings: PET 2024/2025/2026 terror assessments, Russia sabotage, Sept 2025 airport drone shutdowns with official numbers, and counter-UAS policy gaps — all fetch-confirmed sources."
1790329198937,f5d926fb-1c4e-4c16-af8f-c7dce00748fd,1,Drone sighting ambiguity cases,1,1,amplification/findings/05-drone-cases.md,"Case reconstruction of drone-sighting episodes where ambiguity itself produced disruption, with per-case evidence grades, attribution of amplification, a synthesis table, and source URLs."
1790328411242,f5df77f0-07e0-4f4c-b651-3c39c0ad7fc5,3,Fake experts think tanks networks,1,1,amplification/findings/personas-2-fake-experts-networks.md,"Findings brief: fabricated experts, fake reports/think tanks/NGOs/fact-checkers, one-source-as-many networks, paper mills — with key numbers, dates, evidence grades and full source URLs."
1790328490167,f5e96aa3-70c9-4e26-9382-93d9e43e4ad1,3,International political deepfakes,1,1,amplification/notes/_sub-intl-deepfakes.md,"International political deepfake incidents and legal aftermath (25 Sep 2026), with evidence grades and negative findings"
1790328917198,f73d55cf-1c48-412b-9e84-8cd33f0e1045,2,AI lab and platform threat reports,1,1,amplification/sources/sub-platforms.md,"Source-linked notes on what AI labs and platforms actually caught in AI-enabled influence operations, 2023–2026 (OpenAI, Meta, Google TAG, X, Anthropic), with evidence grades, demonstrated/claimed/inferred separation, and a critical extraction on agentic behaviour, real reach, measured effect, and u"
1790329367758,f77cc8b8-0dbc-4a09-bc93-2b32146d1abb,3,Part B reflexivity trap research,1,1,amplification/research/parts/part-B-reflexivity.md,"Part B supplement — reflexivity trap: German shoot-down debate, EU/EPRS/EU-Commission, GAO/CRS, NASA/FAA detection limits, audit negatives, Gatwick quantification attribution trail"
1790328833977,fc1be9de-04ba-4111-abe0-c4c21b4b864c,3,Detection and belief studies,1,1,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/personas-6-detection-and-belief-studies.md,"Persona 6 findings: empirical evidence on synthetic corroboration and synthetic media — AI face/text detection, deepfake detection, illusory truth and multi-source belief, liar's dividend. 51 verified citations with DOIs, 37-row effect-size table, evidence grades."
1790328582224,fd99d7af-8074-4047-8e7d-4e2aa26856b5,3,Influence-for-hire troll farms,1,1,amplification/findings/personas-4-influence-for-hire.md,"Personas 4 — commercial influence-for-hire and the fake-engagement market: Team Jorge/AIMS, STOIC/Zero Zeno, Archimedes, OpenAI & Anthropic influence-operation disclosures, fake-engagement economics, and Philippines/Kenya/India/Brazil cases, with per-claim evidence grades, key-numbers table and sour"
1790328654815,fe9e2e13-60d9-4f06-b9a7-06ae33839116,3,Platform access and integrity economics,1,1,amplification/research/access-integrity-economics.md,"Part A/B/C research notes: grey-market access costs, official platform API pricing and rules, and the economics of platform integrity — every claim graded A–E with verified-vs-metadata-only flags and a failed-searches section."
